bafyreifjj2emasrrxevjmn4boflvvavgochums5xyyknarr4usojpcntyy | 4VY1sGXD5A.txt-shard-0 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWG1KVsGXDurD1hwtuUGNNV6HVRmo12TJ2yytMHYuV2hX5] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:33
bafyreifuv4f4wdwprzwb4z5kiudq3u6pb42bdi24k4zf6zekiq5kkxkecm | aBeQmKGfKp.txt-shard-1 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWG1KVsGXDurD1hwtuUGNNV6HVRmo12TJ2yytMHYuV2hX5] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:05:55
bafyreifwiq2dur5npemlwqla2zbvffp6ncvbqtizitabj4evngnquyimxe | fEtpYjB8HK.txt-shard-0 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWF7smC2y7D2GZSWJGGH1w7bQhJc8Bobxux5V2Vs9G2UiA] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:37:34
bafyreig2a7gqjm2rkznsekhjhk5zgfrgk6mybhz276vfidg4vuxm3le7di | FllCZHpQll.txt-clusterDAG | CLUSTERDAG-PIN-DIRECT | Repl. Factor: -1 | Allocations: [everywhere] | Direct | Metadata: yes | Exp: ∞ | Added: 2024-04-30 04:55:56
bafyreigengcm6q4tenymbgmqukyvkgqnmo2ne3ycudyf6ofucc75xploau | Yz6Uamd7Kq.txt-shard-1 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWG1KVsGXDurD1hwtuUGNNV6HVRmo12TJ2yytMHYuV2hX5] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:23
bafyreighotztrnel3mgw4zxa2lak3iecy3btwusgsnuzqcid7mfd5lyqzi | aBeQmKGfKp.txt-shard-3 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWABnCrssDUs13nD2vZJaiAtyV4HEwQq54wKhZwgnqayrf] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:06:09
bafyreiglnyub5dnjylim5fuj7jcyzgt7yw6ilrgsvhgyzhccdw2zvgam2y | Neixm2c199.txt-shard-0 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWMkSDDsVTwxJ6u5ihiGKJFTDNngisMCFAKKeEv6msPKcd] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:04:12
bafyreih7l44kxizvv6owr5mpujyszv6tcd5bbfkuogycmaghjkcupwa4jm | v241zqgJnt.txt-shard-0 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWAmFjtVRQj3UDLhA1mrCmyZqjpFKrrw1uC298sqbP3PR2] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:44
bafyreihja2ei6vqmkez7hlfqncqaq2u76ecmmixzkumnt4wpn6ow46sb24 | fEtpYjB8HK.txt-clusterDAG | CLUSTERDAG-PIN-DIRECT | Repl. Factor: -1 | Allocations: [everywhere] | Direct | Metadata: yes | Exp: ∞ | Added: 2024-04-30 04:36:37
bafyreihkpyxplseuuerh6ez563kw3bcf4mcjv663f6pup76w4cnsug5d6y | sowsJwWkbe.txt-shard-1 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWG1KVsGXDurD1hwtuUGNNV6HVRmo12TJ2yytMHYuV2hX5] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:03:51
bafyreihmzmxgibfphhqlvr4b7dxfgh2puy74anoum3vsv52665jdqajikq | Neixm2c199.txt-shard-1 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWAmFjtVRQj3UDLhA1mrCmyZqjpFKrrw1uC298sqbP3PR2] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:04:13
bafyreihnspszwkkfrcnhggblu4so2qc4dis2vi2afbxl36pxfrdvsuty3q | tD5dbV6uwN.txt-shard-0 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWABnCrssDUs13nD2vZJaiAtyV4HEwQq54wKhZwgnqayrf] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:03:39
bafyreihqagrwah7fxk56g7jomv263nlhctmgu3il44vwiuhemkgokdyezy | FllCZHpQll.txt-shard-3 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWF7smC2y7D2GZSWJGGH1w7bQhJc8Bobxux5V2Vs9G2UiA] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:56
bafyreihy2dw7uiyvpl6esg33afbcem6spirbf3qwq4nzsjphn35gftspza | 4VY1sGXD5A.txt-shard-1 | SHARD-PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWMkSDDsVTwxJ6u5ihiGKJFTDNngisMCFAKKeEv6msPKcd] | Recursive-1 | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:56:42
QmNeqxKpACAHEmi4Zxh6qsSCVR2XnFs2MnhAdW8ZMT86ix | fEtpYjB8HK.txt | META-PIN-DIRECT | Repl. Factor: -1 | Allocations: [everywhere] | Direct | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:36:37
QmPVG2w2QuUnmyTxVVeYjP3RngqReBz2zme67qhWFVeaN5 | tD5dbV6uwN.txt-parity-shard-1 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWAmFjtVRQj3UDLhA1mrCmyZqjpFKrrw1uC298sqbP3PR2] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:03:40
QmQH85MjSHnCeaifNUvxQVW6SccTuKVhk6ehW9bbJ97LBZ | tD5dbV6uwN.txt | META-PIN-DIRECT | Repl. Factor: -1 | Allocations: [everywhere] | Direct | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:03:40
QmQf76NERi55icEKGqYKf2JaLiDyhEi15YFdzqtmEidKxC | FllCZHpQll.txt-parity-shard-0 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWABnCrssDUs13nD2vZJaiAtyV4HEwQq54wKhZwgnqayrf] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:56
QmSGQRFMWj24tUSc4896QHLf9aKKTL6punjWQQbevCupT4 | v241zqgJnt.txt-parity-shard-0 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWABnCrssDUs13nD2vZJaiAtyV4HEwQq54wKhZwgnqayrf] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:44
QmTb341ZaEc3vWnLRXHeW1BqDx9WuLRqtq8BXZWi1C7yK7 | Neixm2c199.txt-parity-shard-1 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWF7smC2y7D2GZSWJGGH1w7bQhJc8Bobxux5V2Vs9G2UiA] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:04:17
QmTgw4j5ymgPJUKgupKdsB8XhEE3Ts5fyFeLwNu7EXToLL | 4VY1sGXD5A.txt | META-PIN-DIRECT | Repl. Factor: -1 | Allocations: [everywhere] | Direct | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:34
QmSyF1hrS5LGZuaHep5WEBLZxXHgrR5rQmFKbyfUGvzbVZ | fEtpYjB8HK.txt-parity-shard-1 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWMkSDDsVTwxJ6u5ihiGKJFTDNngisMCFAKKeEv6msPKcd] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:36:37
QmUfCRreBtYz6sCVUNdXopXKgPiCM9Adx4hFHCHHRSc2Hm | Yz6Uamd7Kq.txt-parity-shard-1 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWAmFjtVRQj3UDLhA1mrCmyZqjpFKrrw1uC298sqbP3PR2] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:23
QmUrgnWeDaeG91gWrp3kuy4MFSzxa3ejBJRBioBydXk3ba | Yz6Uamd7Kq.txt-parity-shard-0 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWAmFjtVRQj3UDLhA1mrCmyZqjpFKrrw1uC298sqbP3PR2] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:23
QmVQPkU3keYuoNfnFdySr7kSSBn1rUQ4HQyDDSwwCJgFgh | Neixm2c199.txt | META-PIN-DIRECT | Repl. Factor: -1 | Allocations: [everywhere] | Direct | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:04:17
QmWZM1crBcKLWKJTdAhnR6dFv9nYiksuG1ZMH9WWVnFvqS | tD5dbV6uwN.txt-parity-shard-0 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWAmFjtVRQj3UDLhA1mrCmyZqjpFKrrw1uC298sqbP3PR2] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:03:39
QmXSrUvsHqoBDjefCtmheePobM72Zjf3Kx88zqZCrHmg5U | Yz6Uamd7Kq.txt | META-PIN-DIRECT | Repl. Factor: -1 | Allocations: [everywhere] | Direct | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:23
QmXXWHGXMbVAAguNjAQ1twFRfWggrq8E3sAUC8iyt2VoGP | FllCZHpQll.txt | META-PIN-DIRECT | Repl. Factor: -1 | Allocations: [everywhere] | Direct | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:56
QmYnMpYuuSUrcf1mEXtyHQndKvvkPtUWq2wkvkeaW4EfYC | Neixm2c199.txt-parity-shard-0 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWF7smC2y7D2GZSWJGGH1w7bQhJc8Bobxux5V2Vs9G2UiA] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:04:17
QmZLDzZ6KkE8zF8Ha1Yt8suUjGMV8BEqoFWkHbdNCQA2ta | sowsJwWkbe.txt | META-PIN-DIRECT | Repl. Factor: -1 | Allocations: [everywhere] | Direct | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:03:52
QmbFYvhxJ4aJjcBe3hytdq9p96Y6TJgBUj6xdovCeu69iC | FllCZHpQll.txt-parity-shard-1 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWABnCrssDUs13nD2vZJaiAtyV4HEwQq54wKhZwgnqayrf] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:56
QmaUjhhyGmsabH3DxT2rKK7DNB75wvmKvaCus49DUe5z8b | sowsJwWkbe.txt-parity-shard-1 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWMkSDDsVTwxJ6u5ihiGKJFTDNngisMCFAKKeEv6msPKcd] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:03:52
Qmbmd1Q69gVFvyFdLJWGriov6ffbyP1pUqxsejXJhjSFkk | v241zqgJnt.txt-parity-shard-1 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWABnCrssDUs13nD2vZJaiAtyV4HEwQq54wKhZwgnqayrf] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:44
Qmc6o93zX8Y39dGszexbdNZkhgx1FFrGQiLdEcbaU8TQ4i | v241zqgJnt.txt | META-PIN-DIRECT | Repl. Factor: -1 | Allocations: [everywhere] | Direct | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:44
QmdrF3XsVp8CkYQQDBCKdecsDgCGgesM98dttaCnAMLxDM | sowsJwWkbe.txt-parity-shard-0 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWMkSDDsVTwxJ6u5ihiGKJFTDNngisMCFAKKeEv6msPKcd] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 05:03:51
Qmdq7vcFHd5z26rcWPXPd6CyaKh9fTpzVmyqEa3z8GAjuN | 4VY1sGXD5A.txt-parity-shard-0 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWAmFjtVRQj3UDLhA1mrCmyZqjpFKrrw1uC298sqbP3PR2] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:34
QmeFmV7eFrcofi7Cv1Q885ggAdN9dAbCCkXYdqDudjbey2 | 4VY1sGXD5A.txt-parity-shard-1 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWAmFjtVRQj3UDLhA1mrCmyZqjpFKrrw1uC298sqbP3PR2] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:55:34
QmfU2Z7bjcbTNgR5i2J1YwCf4t8mhWoXjthA46Y283QjaB | fEtpYjB8HK.txt-parity-shard-0 | PIN | Repl. Factor: 1--1 | Allocations: [12D3KooWMkSDDsVTwxJ6u5ihiGKJFTDNngisMCFAKKeEv6msPKcd] | Recursive | Metadata: no | Exp: ∞ | Added: 2024-04-30 04:37:04
